entry_id,country,participating_adults,non_participating_adults,participating_juniors,non_participating_juniors,booking_entry,stay_accomodation,event_organisation_rating,organisation_comments,course_planning_rating,planning_comments,social_programme_rating,programme_comments,event_comments,livestream_awareness,livestream_rating,website_provision_rating,event_info_rating,followed_via_social,social_media_content,improvement_comments,authority,transport_to_area,overnight_stay_location,transport_to_event,age,total_people,longitude,latitude
80,Scotland,2,0,2,0,Very easy,with friends,Excellent,Amazing and world class organisation.,Excellent,Excellent planning,Not interested in social programme,"Did not part in the event social programme, but so loved the Comrie Croft as a camp site.",I just loved every single race and the organisers made an excellent job with the week enad its courses,No,Average,Good,Good,No,NA,"i decided to stay at the camp site as i travel alone and i learned form inverness year that it was such a good and easy way to come to and from the arenas. i just loved every minute of the competition, including the spring in the park. hopping on and off that bus that took me where i was supposed to go was just so easy and good for me. the arenas were alla well chosen. i particularly liked that i did not have to get up too early any of the days. i feel that i am taking part in order to do this sport and to me i prefer to have the possibility to not have to get up too early (it is after all vacation time). i love that you put up a tent/shelter for us who have no club tents to bring. thank you for that. all the merchandisers at the arena just excellent choices. i love the food trucks and major thanks to them all. my morning-coffee-guy i remember from 2015 :). i am grateful you explained how long and steep it sometimes was to go to the start. the charts that explains the walks from the bus to the starts are just super good. thank you. the whole week was just a good experience and a fantastic memory. the only mistake i did myself was when entering the competition, i entered short class and next time i will do the long class (if i keep injury free). that was my mistake and i did feel the application form was not all easy, even though i am quite ok with the language. everyone involved, the bus drivers, people at the starts... well everyone, -excellent excellent job. this is such a nice and well organized event and i do love the size of it. of course i would wish you to get a good economic outcome from all the hard work but i still do love that the size is a bit kept down (comparing to for example o-ringen in sweden). what i do feel when it comes to foreign competitors i think you could write in the program a few things that especially the nordic runners might be ""whining about"". 1. there are no trashcans. you bring your own trash from the arena, so bring a little plastic bag for your trash. 2. there are no showers or running water at the arena. you might want to bring a towel and something to change into after running. i love the way your bibs are made. starting time on them as well. i had a friend who were late to start and you gave here a new starting time. that is just amazing and has never happened to me in my country. i have not read this through so no ideas how many thank you´s i have written - :=) - i will end this by saying thank you, again :)",NA,car,comrie croft,car,41-60,4,NA,NA
81,Other UK,1,2,0,1,Very easy,self-catered,Good,NA,Good,Should have used more of forest part of Creag Barns,Excellent,NA,NA,Yes,Excellent,Good,Good,No,NA,NA,NA,car,auchterarder,car,> 60,2,NA,NA
82,Scotland,1,0,0,0,Very easy,own home,Excellent,Excellent number of helpers on each day. Very clear directions to starts/around arenas etc. Bus service well ran.,Excellent,Enjoyed the courses.,Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,No,NA,NA,NA,car,comrie croft,car,21-40,1,NA,NA
83,Other UK,3,1,0,1,Very easy,self-catered,Excellent,"Only the poor decision on day 2 which will damage the sport for years to come as more people will cheat now it's been condoned. I will go as far as to say that this alone really means my answer to the question should be ""very poor"" but I have ignored the elephant in the room and just based to answer on everything else.",Good,Better than last time for my class (course 28).,Not interested in social programme,NA,I was a bit worried by all the late starters... it's big advantage to start later (eg I won the day of my latest start and was 10th the day of my earliest start and between 3rd and 7th on the other days) - all were clean runs. The message is out now that you can just turn up late and it's no problem.,Yes,Excellent,Good,Good,No,NA,"check that people aren't abusing the punching start system by having extra late starts. now you have labelled your event ""only a holiday event so of little importance"" you may find the better orienteers go elsewhere in future. make it clear what we are paying for before we turn up please: is it just a bit of fun or a competition?",NA,car,"edinburgh, perth, dundee, berwick.",car,> 60,4,NA,NA
84,Scotland,3,0,0,0,Very easy,campsite,Excellent,NA,Excellent,"1 leg on day 2, crossing the river could have been solved with a control at the crossing bridge preventing competitors to cross the river.",Excellent,NA,NA,Yes,Excellent,Excellent,Good,No,NA,"starting time is allocated so the competitors start both early and late during the event.   however some competitors misused the organizers system of no penalty arriving lage at start.  in this way they got the advantage of late start with ready made paths in the grassland to the controls.  this was the case both in m60l and w55l, the two events i could follow.  i hope that you would consider to change this to the system that o-ringen in sweden use: if you arrive late, your time starts at your original starting time regardless whenever you arrive.",NA,bus,dunblane,car,41-60,3,NA,NA
85,Other UK,3,1,0,1,Very easy,self-catered,Good,I was generally very impressed.  It was clearly very well organised and almost everyone was helpful and friendly.,Good,NA,Good,"I can't give a proper rating to this.  We are interested in the social programme, but our children are currently too young to take part in it.",NA,Yes,NA,Good,Good,Yes,Good,"i was much happier to remain in the arena when there was no commentary.  please don't use commentary - it really detracts from the social aspects of the event. better signs on the road, in advance of turning off e.g. at 1km and 500m to warn that the turn was coming.",NA,car,comrie,car,21-40,5,NA,NA
86,Other UK,2,0,2,0,Very easy,self-catered,Excellent,Day 5 traffic management post race ... routing all cars out through Dunkeld not great.  Not sure of the legal status of volunteers trying to direct traffic on public roads.  Car parking policy seems spot on ... keep it up,Excellent,"Day 4  thought the planner did well with what they had. Day 3 crossing the Not to Cross river could have been avoided with control placement, sad but you just can’t trust everyone.",Excellent,NA,Middle on day 3 & 6 day 6 heading south ... not being selfish just most folks will be heading that way,Yes,Good,Excellent,Excellent,Yes,Excellent,had to say no to some of above as no wifi.,NA,car,amulree,car,41-60,4,NA,NA
87,Other UK,2,0,0,0,Very easy,with friends,Excellent,NA,Good,NA,Good,NA,NA,Yes,Average,Good,Excellent,Yes,Good,NA,perth and kinross,car,home,car,21-40,2,-3.88479996,56.57529068
88,Other Europe,2,0,0,0,Easy,campsite,Excellent,NA,Good,NA,Good,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,west lothian,car,comrie,car,> 60,2,-3.60909009,55.89920044
89,Other UK,1,1,0,0,Very easy,campsite,Excellent,"Camping fell short of expectations. No electricity, no where to do laundry, poor shower and toilet provision",Excellent,NA,Good,NA,NA,Yes,NA,Excellent,Excellent,Yes,Excellent,NA,NA,car,comrie crieff,car,41-60,2,NA,NA
90,Other UK,1,1,1,0,Very easy,self-catered,Good,NA,Good,NA,Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,Yes,Good,NA,NA,car,comrie croft,car,< 21,2,NA,NA
91,Scotland,4,0,0,0,Very easy,hostel,Excellent,NA,Excellent,Day 4 too easy on the first half of the courses,Excellent,NA,NA,Yes,Good,Good,Good,Yes,Good,NA,NA,car,lawera,car,21-40,4,NA,NA
92,Other Europe,4,0,0,0,Very easy,hotel/B&B,Excellent,All faultless.,Excellent,I felt Day 1 was technically the most challenging day which was a pity because like many others it turned into a bad start. Most people I spoke to ended up walking most of the course to avoid getting lost. It takes an event or two to adjust to the technical challenge of Scotland. I feel we should be given the opportunity to build up to more technically challenging courses during the week. No doubt the purists will disagree with me but if you want to make the event more accessible to “average” orienteers then please consider this for next time.,Excellent,We didn’t take advantage of it although our teenage son did go to an event at the campsite which he thoroughly enjoyed.,A sprint would be nice  instead of one of the middle events rather than on the rest day. We actually enjoyed doing some other things on the rest day.,Yes,NA,Excellent,Excellent,Yes,Good,it’s a pity that you did away with the hard copy daily news. we always read them in the past but didn’t bother this year.,NA,boat,crieff hydro hotel,car,41-60,4,NA,NA
93,Scotland,7,0,0,0,Very easy,own home,Excellent,NA,Excellent,Day 4 was rather ordinary  - though not a great area.,Not interested in social programme,NA,NA,Yes,Good,Excellent,Good,No,NA,NA,NA,car,glenalmond,car,< 21,14,NA,NA
94,Other UK,2,1,0,0,Very easy,hotel/B&B,Excellent,Very impressed by everyone's enthusiasm and friendliness. Could not fault the organisation in any way.,Excellent,I personally had 6 days of the best quality this sport ever! My only observation is that I thought the decision to void a leg on Day 2 because some people cheated was not correct - it sets a precedent.,Not interested in social programme,NA,Liked the same course number and start colour each day.,Yes,NA,Excellent,Average,No,NA,NA,NA,car,killan,car,> 60,4,NA,NA
95,Other Europe,2,0,0,0,Very easy,hotel/B&B,Excellent,NA,Excellent,Day 4 was not technically challenging at all. Day 1 map would have been nicer in 1:7500 for W50. Our vision is going by this age and difficult to see the detail. Likewise day 3. All those small but significant vegetation boundaries were a challenge.,Excellent,NA,Nice to have two shorter days. Old legs.,Yes,NA,Excellent,Good,No,NA,NA,NA,car,kenmore,car,> 60,2,NA,NA
96,Other UK,3,1,0,1,Very easy,self-catered,Excellent,The split starts were much more difficult than when we were given two punching starts. An important issue for a small minority but enough to stop us attending future events.  We asked for relaxation but entry secretary did not respond. EOD folk were helpful and saved the day,Good,"Fantastic effort to put on 6 days with very varied terrain and essentially no errors. Nit picks    Day 2 river crossing was poor practice, with lots transgressing it would have been more effective to have had a control at the key crossing.  Day 5 Course 30 had too much in the open. I found a residual tag with the correct number but flag was  elsewhere don't put numbers on tags",Not interested in social programme,NA,Good to have a middle race on the last day,Yes,NA,Good,Average,No,NA,NA,NA,car,aberfeldy,car,> 60,4,NA,NA
97,Other Europe,1,1,0,0,Easy,hotel/B&B,Good,Very well organised.  All volunteers very helpful.  Car parking excellent.,Average,"Didn't think Day 4 made best use of the area (W55L course) - would have liked more on the open area and less in that grotty forest! Craig a Barns planning was very good, though, for our course.",Average,NA,I enjoyed the middle distances and the sprint race on the 'rest day',Yes,NA,Good,Good,No,NA,"results team did very well to have results, splits etc online so quickly each evening.",NA,air,wester fowlis,car,> 60,2,NA,NA
98,Other Europe,2,0,0,0,Easy,campsite,Excellent,NA,Good,Very good.,Not interested in social programme,NA,"I would prefer the events to be closer together, to minimise the traveling during the week.",Yes,Poor,Excellent,Excellent,No,NA,thank you.,NA,air,st fillans,car,41-60,2,NA,NA
99,Other UK,3,1,0,1,Very easy,self-catered,Excellent,NA,Excellent,Some of the starts quite exposed. Not a problem this year with such good weather.,Excellent,NA,NA,Yes,Good,Excellent,Excellent,Yes,Average,arena wi-fi usually too weak,scottish borders,car,galashiels,car,21-40,5,-2.85865998,55.52593994
100,Scotland,2,0,0,0,Very easy,self-catered,Excellent,"Enough people to handle trafo Well planned arena Speakers did mention ""all of us "" Prizegiving sermoni Results on Internet live, extremly good Good maps",Good,Drive in and drive out on different places,Good,NA,NA,Yes,NA,Average,Good,Yes,Good,NA,NA,car,new county hotel in perth,car,41-60,2,NA,NA
101,Other UK,1,1,0,0,Average,hotel/B&B,Good,Really well organised esp the event centre map and welcoming junior on the door,Average,NA,Average,NA,NA,Yes,NA,Good,Good,No,NA,NA,glasgow,car,dunkeld,car,> 60,2,-4.21478987,55.87649155
102,Other UK,2,0,0,0,Very easy,campsite,Excellent,NA,Average,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,comrie croft6,car,> 60,2,NA,NA
103,Other UK,2,0,0,0,Very easy,self-catered,Good,Day 6 download was a bit sketchy. After the finish we was questioning where download was. Day6 starts also had one member of our group starting one minute behind her allotted start due to mix up by start crew,Good,Auchingarrich we agreed was on the tough side. All other days were fair,Average,NA,"The two Longs then Middle repeated, worked well",Yes,NA,Good,Good,No,NA,NA,NA,car,luncarty,car,> 60,2,NA,NA
104,Other UK,2,0,0,0,Very easy,hotel/B&B,Excellent,Glad I'm not doing it now,Good,good,Average,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,moray,car,crieff,car,41-60,2,-3.20186996,57.47682953
105,Other Europe,1,0,0,0,Easy,hotel/B&B,Excellent,NA,Good,Excellent organisation on all days. Superb courses. Couldn’t feel nd fault.,Not interested in social programme,"Unfortunately was t able to join in this year, but it looked great.",I loved that there was something for everyone of all ages and abilities. A very inclusive event compared with other sports.,Yes,NA,Excellent,Excellent,No,NA,"as a relative newcomer i sometimes struggled with the website information. i had to ask what a punching start was! perhaps bear in mind that some entrants may not be familiar with jargon or maybe even have a jargon busting area on the website or social media pages. this isn’t a criticism but merely a suggestion. that said, the information tent and volunteers were all extremely helpful and very friendly.",edinburgh,car,comrie croft and at home in edinburgh,bus,< 21,1,-3.27825999,55.91119003
106,Other UK,2,0,2,0,Very easy,campsite,Excellent,NA,Excellent,NA,Excellent,NA,NA,Yes,Good,Excellent,Excellent,No,NA,NA,NA,car,crieff,car,41-60,4,NA,NA
107,Scotland,3,0,0,0,Very easy,self-catered,Excellent,"The car parking on each day was a smooth operation.  Everyone on the event team we came in to contact with was helpful and welcoming.  If anything adverse was happening behind the scenes, we were not aware of it.  Thank you to all.",Excellent,"(M65L) The course planning was mixed, some very good, others less so.  Auchingarrich, Craig a Barns and Dundurn were very enjoyable.  Some of the mapping (windblown on Day 3) and vegetation mapping of the clearings on Day 6 (use of clearings with no real boundary as control sites) were problematic. (W60S) Having not done short courses before I felt that some days must have posed issues for the planners trying to fit them in to the areas, which may have meant better parts of the areas were avoided, however I enjoyed all of my courses.",Excellent,NA,I think the middle distance event on the final day was a good idea so that those competitors with long homeward journeys were less tired and able to get off home more quickly.,Yes,Good,Excellent,Excellent,Yes,Excellent,"none, it was yet another excellent scottish six days in all aspects.  i'm already looking at accommodation for the next one.  our thanks to all involved in the staging of the week.",NA,air,comrie,car,41-60,3,NA,NA
